Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
1923,0.075391,0.01545,0.00807,0.005639,0.004516,0.003614,0.002911,0.002396,0.002057,0.001875,0.001826,0.001881,0.002008,0.002183,0.002397,0.002662,0.002969,0.003278,0.003574,0.003851,0.00415,0.00444,0.00464,0.004718,0.00471,0.004677,0.004672,0.0047,0.004783,0.004914,0.005046,0.005187,0.005397,0.005692,0.006049,0.006462,0.006869,0.007201,0.007422,0.007574,0.007715,0.007926,0.008254,0.00874,0.009351,0.010031,0.010718,0.011398,0.012049,0.012692,0.013444,0.014284,0.015082,0.015806,0.016538,0.017277,0.018236,0.019681,0.021751,0.024295,0.027251,0.030233,0.032858,0.034911,0.036676,0.038472,0.040836,0.044107,0.048561,0.053954,0.060051,0.066322,0.072389,0.078,0.083504,0.089328,0.096073,0.104053,0.113547,0.124298,0.13579,0.1477,0.160131,0.172986,0.186283,0.200072,0.214384,0.229218,0.244535,0.260263,0.276327,0.292646,0.309143,0.325747,0.342389,0.359807,0.378032,0.397098,0.41704,0.437892,0.459786,0.482776,0.506914,0.53226,0.558873,0.586817,0.616157,0.646965,0.679314,0.713279,0.748943,0.78639,0.82571,0.866995,0.910345,0.955863,1,1,1,1
1924,0.072234,0.013164,0.00691,0.004845,0.003883,0.003195,0.002659,0.002261,0.00199,0.001831,0.001775,0.001808,0.001919,0.002096,0.002325,0.002601,0.002903,0.003206,0.003491,0.003755,0.004037,0.00431,0.004496,0.004568,0.004557,0.004529,0.004525,0.004534,0.004573,0.004644,0.004705,0.004789,0.004981,0.005315,0.005748,0.006253,0.006737,0.007119,0.007345,0.007473,0.007586,0.00778,0.008087,0.008551,0.009143,0.009784,0.010439,0.011144,0.011893,0.012681,0.013605,0.014581,0.01542,0.016056,0.016607,0.017135,0.017907,0.019198,0.02117,0.023659,0.026536,0.029429,0.032028,0.034137,0.036,0.037925,0.040358,0.043543,0.0477,0.052645,0.058254,0.064073,0.069715,0.074956,0.080137,0.085519,0.09181,0.099613,0.109293,0.120417,0.132418,0.14457,0.156551,0.168055,0.179391,0.191057,0.20345,0.21678,0.231055,0.246111,0.261736,0.277697,0.293767,0.309746,0.325452,0.341908,0.359149,0.377208,0.396121,0.415927,0.436724,0.45856,0.481488,0.505562,0.53084,0.557382,0.585251,0.614514,0.64524,0.677502,0.711377,0.746946,0.784293,0.823508,0.864683,0.907917,0.953313,1,1,1
1925,0.070929,0.01222,0.006431,0.004516,0.003621,0.003013,0.002542,0.002194,0.001959,0.001826,0.001784,0.001824,0.001937,0.002114,0.002341,0.002612,0.002907,0.003202,0.003481,0.003742,0.004017,0.004284,0.004479,0.004576,0.004603,0.004618,0.004651,0.004678,0.004707,0.00475,0.004775,0.004829,0.005,0.005325,0.00576,0.006268,0.006753,0.007136,0.007364,0.007493,0.007612,0.007814,0.008125,0.008589,0.009179,0.009813,0.010469,0.011196,0.011998,0.01286,0.013864,0.014908,0.015797,0.016453,0.017001,0.017533,0.018313,0.019579,0.021485,0.023887,0.026636,0.029425,0.032045,0.034344,0.036505,0.038815,0.041565,0.044839,0.048767,0.053274,0.05838,0.063824,0.069317,0.074724,0.080311,0.086206,0.092988,0.101241,0.111282,0.122723,0.13507,0.147669,0.160216,0.172427,0.184587,0.197143,0.210455,0.224705,0.239896,0.255873,0.272434,0.289365,0.306453,0.323513,0.340377,0.357975,0.376331,0.395468,0.41541,0.43618,0.457989,0.480888,0.504933,0.53018,0.556688,0.584523,0.613749,0.644437,0.676658,0.710491,0.746016,0.783317,0.822482,0.863607,0.906787,0.952126,0.999733,1,1,1
1926,0.072898,0.013885,0.007276,0.005095,0.004082,0.003266,0.002632,0.002168,0.001862,0.001697,0.001654,0.00171,0.00184,0.002023,0.00225,0.002527,0.00284,0.003153,0.003445,0.003716,0.004002,0.004281,0.004484,0.004587,0.004615,0.004631,0.004666,0.004697,0.00473,0.004778,0.004809,0.004872,0.005056,0.005399,0.005857,0.006391,0.006902,0.007315,0.007577,0.007743,0.007901,0.008143,0.00849,0.00898,0.00959,0.010242,0.010918,0.011681,0.012536,0.013463,0.014535,0.015639,0.016578,0.01727,0.017841,0.018416,0.01924,0.020497,0.022323,0.024607,0.027189,0.02986,0.032538,0.035136,0.037755,0.040665,0.043945,0.047447,0.051178,0.055224,0.059689,0.064689,0.070298,0.076586,0.083559,0.091058,0.099177,0.108185,0.118168,0.128988,0.140619,0.152719,0.164912,0.177012,0.189274,0.202079,0.215736,0.230411,0.246123,0.262764,0.280187,0.298226,0.316718,0.335517,0.354485,0.374062,0.394232,0.414974,0.436264,0.458078,0.480982,0.505031,0.530282,0.556796,0.584636,0.613868,0.644561,0.676789,0.710629,0.74616,0.783468,0.822642,0.863774,0.906962,0.952311,0.999926,1,1,1,1
1927,0.065327,0.011303,0.005966,0.004197,0.003367,0.002891,0.002512,0.002215,0.001989,0.001826,0.00173,0.001709,0.001775,0.001932,0.002158,0.00243,0.002716,0.002997,0.003252,0.003483,0.003724,0.003965,0.004156,0.004279,0.004352,0.004425,0.004508,0.004565,0.004594,0.004615,0.004613,0.004648,0.004814,0.005154,0.005621,0.006161,0.006673,0.007081,0.00733,0.007475,0.007616,0.007837,0.008146,0.008577,0.009115,0.009688,0.010295,0.01101,0.011847,0.01278,0.013849,0.014947,0.015907,0.016655,0.017299,0.017972,0.018866,0.020089,0.021742,0.023759,0.026003,0.028367,0.030871,0.033484,0.03624,0.039322,0.042678,0.046079,0.049467,0.052989,0.056806,0.061168,0.066249,0.072185,0.078895,0.086128,0.093814,0.102119,0.11105,0.120558,0.130847,0.141628,0.152379,0.162907,0.17355,0.184798,0.197055,0.210558,0.225363,0.241368,0.258421,0.276345,0.294961,0.314106,0.333626,0.353549,0.373802,0.394308,0.414982,0.435731,0.457517,0.480393,0.504413,0.529633,0.556115,0.583921,0.613117,0.643773,0.675961,0.709759,0.745247,0.78251,0.821635,0.862717,0.905853,0.951145,0.998703,1,1,1
1928,0.06918,0.012417,0.006531,0.004585,0.003676,0.003057,0.002575,0.002212,0.001956,0.001794,0.001723,0.001741,0.001849,0.002041,0.002299,0.002611,0.002942,0.003254,0.003524,0.003756,0.003995,0.004236,0.00443,0.004563,0.00465,0.004734,0.004825,0.004893,0.004935,0.00497,0.004991,0.005046,0.005205,0.005504,0.005907,0.006369,0.006821,0.007227,0.007553,0.00783,0.008129,0.008489,0.008893,0.009352,0.009872,0.010414,0.011011,0.01174,0.01263,0.013644,0.014789,0.015955,0.017002,0.017861,0.018626,0.01946,0.020496,0.021746,0.023269,0.025058,0.027012,0.029163,0.031663,0.034562,0.037805,0.04151,0.04543,0.049171,0.052572,0.055907,0.05945,0.063713,0.069072,0.075799,0.083655,0.092156,0.100988,0.110247,0.119841,0.129795,0.140607,0.151983,0.163129,0.173808,0.184498,0.195888,0.208547,0.222812,0.238771,0.256296,0.275189,0.295213,0.316129,0.337721,0.359785,0.382187,0.404812,0.427536,0.450223,0.472735,0.496371,0.52119,0.547249,0.574612,0.603343,0.63351,0.665185,0.698444,0.733367,0.770035,0.808537,0.848963,0.891412,0.935982,0.982781,1,1,1,1,1
1929,0.067362,0.011983,0.006311,0.004434,0.003556,0.002975,0.002519,0.002172,0.001921,0.001756,0.001676,0.001682,0.001778,0.001964,0.002218,0.002524,0.002849,0.003165,0.003448,0.003702,0.003965,0.004229,0.00444,0.004582,0.004671,0.004752,0.00484,0.004915,0.004978,0.005041,0.005104,0.005191,0.005338,0.005564,0.005857,0.006181,0.006522,0.006894,0.007294,0.00772,0.008195,0.0087,0.00919,0.009649,0.010103,0.010578,0.011124,0.011785,0.012588,0.013511,0.014534,0.015599,0.016659,0.017687,0.018722,0.019877,0.021181,0.022564,0.024029,0.025623,0.027332,0.029277,0.031633,0.034486,0.037753,0.041469,0.045358,0.049075,0.052457,0.055761,0.059287,0.063489,0.068639,0.074966,0.082293,0.090164,0.098405,0.107244,0.116663,0.126591,0.137505,0.148868,0.159631,0.16943,0.178937,0.189137,0.200845,0.214546,0.230372,0.248135,0.267548,0.288275,0.309978,0.332354,0.355125,0.378141,0.401249,0.424283,0.447068,0.469421,0.492892,0.517537,0.543414,0.570585,0.599114,0.62907,0.660523,0.693549,0.728227,0.764638,0.80287,0.843013,0.885164,0.929422,0.975893,1,1,1,1,1
1930,0.064953,0.0109,0.005762,0.004057,0.003256,0.002736,0.002327,0.002012,0.001778,0.001617,0.001532,0.001527,0.001613,0.00179,0.002038,0.002335,0.002647,0.002951,0.003226,0.003475,0.003737,0.003998,0.004195,0.004307,0.004358,0.004389,0.004436,0.004506,0.004614,0.004755,0.004912,0.005074,0.005246,0.005426,0.005621,0.005834,0.006081,0.006379,0.00674,0.007154,0.007617,0.008106,0.008601,0.009092,0.009594,0.010131,0.010731,0.011409,0.012181,0.013037,0.013984,0.01499,0.016012,0.01703,0.018081,0.019217,0.020494,0.021935,0.023568,0.025386,0.027395,0.029558,0.03183,0.034194,0.036701,0.039454,0.042498,0.045799,0.049374,0.053263,0.057515,0.06217,0.067243,0.072762,0.07875,0.085087,0.091908,0.099494,0.107944,0.117096,0.127168,0.137555,0.14736,0.156222,0.164757,0.17388,0.184355,0.196638,0.210853,0.226829,0.244298,0.262949,0.282466,0.302571,0.323003,0.343682,0.364481,0.38526,0.405874,0.426168,0.447476,0.46985,0.493342,0.51801,0.54391,0.571106,0.599661,0.629644,0.661126,0.694182,0.728891,0.765336,0.803603,0.843783,0.885972,0.930271,0.976784,1,1,1
1931,0.06113,0.010131,0.005372,0.00379,0.003043,0.002577,0.002213,0.001932,0.001722,0.001575,0.001495,0.001492,0.001578,0.001758,0.00201,0.002308,0.002616,0.002905,0.003151,0.00336,0.003581,0.003805,0.00397,0.004058,0.004092,0.004106,0.004142,0.004218,0.004357,0.004545,0.004754,0.004963,0.005183,0.005407,0.005641,0.005899,0.006185,0.006488,0.006809,0.007153,0.007524,0.007933,0.008395,0.00892,0.009501,0.01014,0.010818,0.011511,0.01221,0.012933,0.013718,0.014588,0.015537,0.016573,0.017704,0.018928,0.02026,0.021729,0.02335,0.025117,0.027108,0.029241,0.031357,0.033398,0.035482,0.037732,0.040359,0.043516,0.047323,0.0517,0.056521,0.061635,0.066995,0.072543,0.078364,0.08453,0.091206,0.098521,0.10656,0.115222,0.124717,0.134607,0.144209,0.153258,0.162243,0.171876,0.182753,0.195231,0.209412,0.225169,0.242301,0.260571,0.279734,0.299573,0.319881,0.340428,0.361083,0.381706,0.40215,0.422257,0.44337,0.465538,0.488815,0.513256,0.538919,0.565865,0.594158,0.623866,0.655059,0.687812,0.722203,0.758313,0.796229,0.83604,0.877842,0.921734,0.967821,1,1,1
1932,0.058258,0.008748,0.004671,0.003309,0.00266,0.002275,0.001975,0.001747,0.001582,0.001473,0.001422,0.001431,0.001509,0.001656,0.001856,0.002093,0.002342,0.002582,0.002798,0.002992,0.003198,0.003405,0.003564,0.003661,0.003713,0.003752,0.003809,0.003892,0.004015,0.004172,0.004341,0.004517,0.004717,0.004943,0.005194,0.005476,0.005778,0.006075,0.006357,0.006641,0.006942,0.007295,0.007725,0.008249,0.008855,0.009529,0.010237,0.010956,0.01167,0.012403,0.013203,0.014095,0.015066,0.016122,0.017277,0.018503,0.019843,0.021373,0.023127,0.025068,0.027288,0.02961,0.031744,0.033568,0.035285,0.037112,0.039418,0.042457,0.04643,0.051187,0.056439,0.061956,0.067756,0.073765,0.080051,0.086742,0.093931,0.101604,0.109789,0.118462,0.127888,0.137785,0.147603,0.157158,0.166835,0.177192,0.18869,0.201609,0.216032,0.231867,0.248962,0.267138,0.286207,0.305997,0.326346,0.346971,0.367755,0.38857,0.409281,0.429745,0.451232,0.473794,0.497483,0.522358,0.548475,0.575899,0.604694,0.634929,0.666675,0.700009,0.73501,0.77176,0.810348,0.850865,0.893409,0.938079,0.984983,1,1,1
1933,0.058063,0.009037,0.004817,0.00341,0.00274,0.0023,0.001956,0.001701,0.001526,0.001421,0.001383,0.001407,0.001488,0.001622,0.001797,0.002007,0.002237,0.002465,0.00268,0.002882,0.003096,0.003311,0.00348,0.003588,0.003652,0.003705,0.003774,0.003862,0.00398,0.004126,0.00428,0.004443,0.004635,0.004861,0.005117,0.005409,0.005718,0.006011,0.006273,0.006528,0.006794,0.007119,0.007545,0.008102,0.008763,0.009498,0.010255,0.011009,0.011737,0.012465,0.013272,0.01417,0.015099,0.016055,0.017074,0.018124,0.019319,0.020832,0.022743,0.024955,0.027508,0.030099,0.032346,0.034064,0.035519,0.037003,0.039019,0.041904,0.045922,0.050854,0.056313,0.061941,0.067701,0.073462,0.079344,0.085563,0.092296,0.099541,0.107357,0.115693,0.12478,0.134285,0.143634,0.15262,0.16166,0.171359,0.182222,0.194556,0.208453,0.223817,0.240487,0.258268,0.27696,0.296382,0.316359,0.336581,0.356925,0.377256,0.397432,0.417303,0.438168,0.460077,0.483081,0.507235,0.532596,0.559226,0.587188,0.616547,0.647374,0.679743,0.71373,0.749417,0.786888,0.826232,0.867543,0.910921,0.956467,1,1,1
1934,0.063187,0.009737,0.005172,0.003653,0.002934,0.002435,0.002046,0.001756,0.001557,0.001441,0.001398,0.001423,0.001507,0.001643,0.001822,0.002037,0.002274,0.002512,0.002737,0.002947,0.003173,0.003398,0.003573,0.003678,0.003736,0.003781,0.003843,0.003928,0.004047,0.004196,0.004355,0.004522,0.004719,0.004951,0.005213,0.005516,0.005836,0.006133,0.006391,0.006638,0.006897,0.007224,0.007661,0.00824,0.008935,0.009696,0.010485,0.011309,0.012157,0.013034,0.014012,0.015054,0.016055,0.016981,0.017896,0.018818,0.019907,0.021345,0.023231,0.025458,0.028021,0.030618,0.032899,0.034688,0.036235,0.037885,0.040062,0.042963,0.046799,0.05144,0.056463,0.061781,0.067707,0.074274,0.081368,0.089008,0.096892,0.104635,0.112049,0.11936,0.127194,0.135668,0.144365,0.153264,0.162606,0.172709,0.183844,0.19619,0.209829,0.224754,0.240925,0.258278,0.276735,0.29622,0.316646,0.33728,0.35798,0.378593,0.398958,0.418906,0.439851,0.461844,0.484936,0.509183,0.534642,0.561374,0.589443,0.618915,0.649861,0.682354,0.716472,0.752295,0.78991,0.829406,0.870876,0.91442,0.960141,1,1,1
1935,0.058484,0.008401,0.004495,0.003189,0.002564,0.002223,0.001956,0.001753,0.001605,0.001507,0.00146,0.001468,0.001536,0.001665,0.001842,0.002052,0.002276,0.002498,0.002704,0.002896,0.003097,0.0033,0.003472,0.0036,0.003697,0.003792,0.003898,0.003996,0.004087,0.004182,0.004272,0.004384,0.004562,0.004824,0.00515,0.00553,0.00591,0.006244,0.006502,0.006721,0.006946,0.007244,0.007651,0.008201,0.00887,0.009608,0.010374,0.011168,0.011975,0.012808,0.013719,0.014706,0.015719,0.016748,0.017823,0.018966,0.020235,0.02168,0.023338,0.025184,0.027246,0.029426,0.031595,0.033694,0.035829,0.038247,0.04103,0.044055,0.047342,0.050988,0.054779,0.059102,0.064631,0.071641,0.079738,0.088634,0.097506,0.105649,0.112636,0.118967,0.125629,0.133213,0.141508,0.150695,0.160807,0.171823,0.183737,0.196574,0.210394,0.225282,0.241324,0.258593,0.277148,0.297019,0.318219,0.339572,0.360906,0.382037,0.402772,0.42291,0.444056,0.466259,0.489572,0.51405,0.539753,0.56674,0.595077,0.624831,0.656073,0.688876,0.72332,0.759486,0.797461,0.837334,0.8792,0.92316,0.969318,1,1,1
1936,0.059913,0.008435,0.004512,0.0032,0.002574,0.002201,0.001911,0.001695,0.00154,0.001441,0.001399,0.001418,0.001504,0.001658,0.001865,0.002109,0.002365,0.00261,0.002826,0.003018,0.003218,0.003422,0.003588,0.003707,0.00379,0.003871,0.003963,0.004055,0.004153,0.004263,0.004375,0.004509,0.004702,0.004969,0.005297,0.005669,0.006052,0.00642,0.006756,0.00708,0.007429,0.007836,0.008307,0.008857,0.00948,0.010155,0.010878,0.011674,0.012547,0.013493,0.014532,0.01563,0.016733,0.017819,0.018925,0.020104,0.021419,0.022901,0.024582,0.026449,0.02851,0.030705,0.032965,0.03526,0.037657,0.040443,0.043566,0.046713,0.049818,0.053107,0.056438,0.060488,0.066218,0.074064,0.083436,0.093782,0.103957,0.113126,0.120727,0.127387,0.134344,0.14235,0.151143,0.16095,0.171779,0.183565,0.196264,0.209883,0.224484,0.240171,0.25705,0.275215,0.294741,0.315671,0.338019,0.360543,0.383069,0.405409,0.427365,0.448734,0.47117,0.494729,0.519465,0.545439,0.572711,0.601346,0.631413,0.662984,0.696133,0.73094,0.767487,0.805861,0.846154,0.888462,0.932885,0.979529,1,1,1,1
1937,0.05839,0.007972,0.004277,0.003039,0.002445,0.002072,0.001784,0.001567,0.00141,0.001306,0.001258,0.001273,0.00136,0.001521,0.00174,0.001998,0.002265,0.002513,0.002721,0.002897,0.00308,0.003267,0.00342,0.003528,0.003604,0.003673,0.003755,0.003846,0.003956,0.004084,0.004223,0.004378,0.004565,0.004792,0.005056,0.005354,0.005674,0.006006,0.006344,0.006698,0.007087,0.007526,0.008019,0.008575,0.009194,0.009862,0.010583,0.011378,0.012253,0.013203,0.014239,0.015332,0.016438,0.017539,0.018666,0.019875,0.021206,0.022658,0.024248,0.025981,0.027862,0.029892,0.032075,0.034418,0.036935,0.039883,0.043095,0.046162,0.048955,0.051767,0.054564,0.058131,0.063458,0.071027,0.080221,0.090311,0.100197,0.10925,0.11696,0.12383,0.131121,0.139263,0.147591,0.156145,0.165197,0.175087,0.186109,0.198471,0.212287,0.227587,0.244361,0.262574,0.282168,0.303078,0.325223,0.347486,0.369669,0.391564,0.412948,0.433596,0.455275,0.478039,0.501941,0.527038,0.55339,0.58106,0.610113,0.640618,0.672649,0.706282,0.741596,0.778675,0.817609,0.85849,0.901414,0.946485,0.993809,1,1,1
1938,0.055624,0.007261,0.003916,0.002792,0.002248,0.001879,0.001595,0.001384,0.001237,0.001147,0.001113,0.001135,0.001213,0.001346,0.001522,0.001732,0.001953,0.002159,0.002333,0.00248,0.002633,0.002791,0.002921,0.003016,0.003087,0.003153,0.00323,0.003312,0.003406,0.003514,0.003633,0.003767,0.003931,0.004131,0.004365,0.00463,0.004918,0.005226,0.005553,0.005903,0.006293,0.006726,0.007198,0.007711,0.008269,0.008867,0.009524,0.010272,0.011127,0.012072,0.013107,0.014187,0.015261,0.016304,0.017352,0.018485,0.019741,0.021094,0.022556,0.024147,0.025871,0.027762,0.029869,0.03222,0.034807,0.03779,0.041008,0.044136,0.047062,0.050024,0.053013,0.056658,0.061728,0.068607,0.07681,0.085781,0.094636,0.102848,0.109999,0.116509,0.123483,0.131227,0.139083,0.14705,0.155439,0.164654,0.175041,0.18684,0.200173,0.215053,0.231452,0.249307,0.268542,0.289071,0.3108,0.332598,0.35425,0.375529,0.396196,0.416006,0.436806,0.458646,0.481579,0.505658,0.53094,0.557488,0.585362,0.61463,0.645361,0.67763,0.711511,0.747087,0.784441,0.823663,0.864846,0.908088,0.953493,1,1,1
1939,0.051741,0.006034,0.003294,0.002366,0.001909,0.001613,0.001388,0.001228,0.001124,0.001073,0.001068,0.001109,0.001192,0.001315,0.001467,0.001645,0.001835,0.002019,0.002186,0.002337,0.002497,0.002658,0.002784,0.002864,0.002911,0.002951,0.003005,0.003079,0.003182,0.003311,0.003456,0.003611,0.003782,0.003969,0.004174,0.004406,0.004667,0.004956,0.005274,0.005626,0.006017,0.006452,0.00693,0.007455,0.00803,0.008654,0.009337,0.010093,0.010929,0.011841,0.012825,0.013871,0.01497,0.016118,0.017325,0.018641,0.020051,0.021488,0.022935,0.024439,0.026065,0.027879,0.029911,0.032196,0.034731,0.037634,0.040783,0.043946,0.047045,0.050267,0.053664,0.057675,0.06279,0.069271,0.076825,0.084994,0.093318,0.101681,0.10989,0.118085,0.127001,0.136464,0.145605,0.154213,0.162794,0.172072,0.182655,0.194923,0.209005,0.22481,0.242169,0.260871,0.280698,0.301446,0.322921,0.344554,0.366173,0.387592,0.408619,0.429049,0.450502,0.473027,0.496678,0.521512,0.547588,0.574967,0.603716,0.633901,0.665597,0.698876,0.73382,0.770511,0.809037,0.849489,0.891963,0.936561,0.983389,1,1,1
1940,0.05286,0.005785,0.003007,0.002003,0.001669,0.001473,0.001321,0.001204,0.001115,0.001052,0.001019,0.001026,0.001084,0.001198,0.001355,0.001535,0.001722,0.00191,0.002089,0.00226,0.002441,0.002621,0.00276,0.002843,0.002887,0.002921,0.002971,0.003038,0.003135,0.003257,0.003397,0.003546,0.003707,0.003878,0.004066,0.004277,0.004521,0.004807,0.005142,0.005523,0.005951,0.006418,0.006914,0.007436,0.007994,0.008599,0.009269,0.010021,0.010867,0.011799,0.012809,0.013881,0.015011,0.016191,0.017433,0.018782,0.020231,0.021729,0.023263,0.024871,0.026633,0.028576,0.030673,0.032933,0.035391,0.038116,0.041129,0.044408,0.047967,0.051851,0.056115,0.060814,0.065987,0.071671,0.077878,0.084494,0.091612,0.099449,0.10808,0.117382,0.127494,0.137986,0.148244,0.158015,0.16772,0.177982,0.189317,0.202027,0.216189,0.231678,0.248304,0.265847,0.284086,0.302821,0.321867,0.341281,0.360985,0.380897,0.400924,0.42097,0.442019,0.464119,0.487325,0.511692,0.537276,0.56414,0.592347,0.621964,0.653063,0.685716,0.720002,0.756002,0.793802,0.833492,0.875166,0.918925,0.964871,1,1,1
1941,0.050969,0.005518,0.002905,0.001968,0.001572,0.001394,0.001256,0.00115,0.001066,0.001004,0.000969,0.000976,0.00104,0.001169,0.001347,0.001551,0.001756,0.001956,0.002139,0.002305,0.002481,0.002654,0.002782,0.002849,0.002874,0.002887,0.002916,0.002968,0.003053,0.00317,0.003303,0.003446,0.003604,0.003777,0.003969,0.004187,0.004438,0.004724,0.005049,0.005415,0.005824,0.006272,0.00676,0.007288,0.00786,0.008485,0.009168,0.00991,0.010717,0.01159,0.012526,0.013531,0.014619,0.015795,0.017056,0.018434,0.019894,0.021364,0.022818,0.024306,0.025927,0.027739,0.029731,0.031929,0.034352,0.037013,0.03993,0.04313,0.046635,0.05046,0.05474,0.059396,0.064228,0.069178,0.074411,0.07986,0.085981,0.093385,0.102351,0.11249,0.123671,0.134964,0.145413,0.154529,0.163009,0.171914,0.182122,0.194146,0.208105,0.223764,0.240781,0.258766,0.277331,0.296139,0.314881,0.333972,0.353334,0.372878,0.392513,0.412139,0.432746,0.454383,0.477102,0.500957,0.526005,0.552305,0.579921,0.608917,0.639363,0.671331,0.704897,0.740142,0.777149,0.816007,0.856807,0.899647,0.94463,0.991861,1,1
1942,0.046008,0.004535,0.002481,0.001909,0.001506,0.001336,0.001202,0.001096,0.001013,0.000951,0.000916,0.00092,0.000976,0.00109,0.00125,0.001429,0.001614,0.001816,0.002031,0.002249,0.002488,0.002714,0.002865,0.002915,0.002893,0.002849,0.002831,0.002851,0.002933,0.003063,0.003213,0.003366,0.003535,0.003716,0.003914,0.004141,0.004399,0.004678,0.004976,0.005301,0.005664,0.006074,0.006538,0.007063,0.007649,0.008289,0.008986,0.009753,0.010594,0.011508,0.012487,0.013528,0.014638,0.015817,0.017063,0.018421,0.019856,0.021286,0.022685,0.024107,0.025641,0.027361,0.029277,0.031427,0.033813,0.036441,0.039296,0.042372,0.04567,0.049228,0.053206,0.057566,0.062131,0.066863,0.071906,0.077151,0.083035,0.090183,0.09887,0.108705,0.11958,0.130537,0.140571,0.149171,0.157063,0.165353,0.174961,0.186429,0.199888,0.215097,0.231707,0.249313,0.267514,0.285962,0.304333,0.323017,0.341929,0.360973,0.38005,0.399052,0.419005,0.439955,0.461953,0.485051,0.509303,0.534768,0.561507,0.589582,0.619061,0.650014,0.682515,0.716641,0.752473,0.790096,0.829601,0.871081,0.914635,0.960367,1,1
1943,0.044896,0.004608,0.002703,0.001986,0.001549,0.001394,0.001268,0.001163,0.001072,0.000997,0.000948,0.000942,0.000998,0.001127,0.001317,0.001516,0.001723,0.00198,0.002294,0.002635,0.003016,0.003357,0.003545,0.003524,0.003354,0.003134,0.002962,0.002862,0.002879,0.002988,0.003124,0.003254,0.003408,0.003583,0.003782,0.004014,0.004281,0.004573,0.004886,0.005228,0.005617,0.006052,0.006518,0.007011,0.007547,0.008125,0.008778,0.009545,0.010447,0.011466,0.012565,0.013715,0.014919,0.016164,0.017457,0.018854,0.02033,0.021805,0.023255,0.024727,0.026346,0.028143,0.030051,0.032076,0.034275,0.036687,0.039408,0.042537,0.04614,0.05019,0.054743,0.059658,0.064744,0.069926,0.075374,0.081119,0.087568,0.095183,0.1042,0.114317,0.125413,0.136772,0.147688,0.157794,0.16762,0.177971,0.189504,0.2026,0.217338,0.233533,0.250918,0.26919,0.288048,0.307229,0.326488,0.346126,0.366067,0.386228,0.406519,0.426845,0.448187,0.470597,0.494126,0.518833,0.544774,0.572013,0.600614,0.630644,0.662177,0.695286,0.73005,0.766552,0.80488,0.845124,0.88738,0.931749,0.978337,1,1,1
1944,0.043956,0.004155,0.002395,0.001827,0.001445,0.001328,0.001229,0.001144,0.001069,0.001008,0.00097,0.000971,0.001026,0.001148,0.001327,0.001501,0.00169,0.001971,0.002367,0.002827,0.003347,0.003803,0.004038,0.003971,0.003689,0.00333,0.003039,0.002856,0.002847,0.002969,0.003127,0.003265,0.003418,0.003576,0.003745,0.003947,0.004187,0.004452,0.004742,0.00506,0.005426,0.005835,0.006269,0.006721,0.00721,0.007741,0.00835,0.009075,0.00994,0.010927,0.01199,0.013107,0.014298,0.015559,0.016884,0.018314,0.019808,0.021284,0.022708,0.024131,0.02569,0.027412,0.029214,0.031094,0.033116,0.035336,0.037857,0.040771,0.044146,0.04796,0.052192,0.056771,0.061652,0.06681,0.072318,0.078197,0.084613,0.091751,0.09971,0.108372,0.117836,0.127704,0.137438,0.146809,0.156206,0.166204,0.177277,0.18971,0.203574,0.218758,0.235092,0.252374,0.270402,0.288991,0.307968,0.327226,0.346663,0.366169,0.385625,0.404906,0.425151,0.446409,0.468729,0.492166,0.516774,0.542613,0.569743,0.59823,0.628142,0.659549,0.692527,0.727153,0.763511,0.801686,0.84177,0.883859,0.928052,0.974454,1,1
1945,0.042501,0.003528,0.002106,0.001637,0.001439,0.001283,0.001156,0.001054,0.000976,0.000922,0.000899,0.000915,0.000983,0.001108,0.001285,0.001459,0.001654,0.001942,0.002346,0.002816,0.003342,0.003807,0.004073,0.004067,0.003863,0.003594,0.003379,0.003236,0.003214,0.003287,0.00338,0.003462,0.003576,0.003721,0.003897,0.004109,0.004351,0.004606,0.00487,0.00515,0.005473,0.005846,0.006256,0.006705,0.007202,0.00775,0.008371,0.009091,0.009927,0.010869,0.011876,0.012949,0.014127,0.015419,0.016804,0.0183,0.019845,0.021349,0.02277,0.024163,0.025676,0.027348,0.029087,0.030897,0.032836,0.034986,0.037424,0.040184,0.043315,0.046832,0.050657,0.054863,0.059627,0.065019,0.070966,0.077481,0.084348,0.091303,0.098222,0.105298,0.112919,0.121283,0.130286,0.139989,0.150451,0.161722,0.173847,0.186864,0.200803,0.215685,0.231521,0.248316,0.266062,0.284742,0.304332,0.324126,0.343988,0.363774,0.38333,0.402497,0.422622,0.443753,0.46594,0.489237,0.513699,0.539384,0.566353,0.594671,0.624405,0.655625,0.688406,0.722826,0.758968,0.796916,0.836762,0.8786,0.92253,0.968656,1,1
