Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
1946,0.039409,0.003279,0.001896,0.001511,0.001239,0.001137,0.001059,0.000994,0.000932,0.000874,0.000833,0.000828,0.000882,0.001008,0.001188,0.001387,0.001581,0.001773,0.001953,0.002119,0.002299,0.002467,0.002561,0.002556,0.002481,0.002383,0.002313,0.002291,0.002343,0.002454,0.002589,0.002726,0.002883,0.003055,0.003247,0.00347,0.003722,0.003989,0.004269,0.004569,0.004911,0.0053,0.005731,0.006207,0.006735,0.007308,0.00795,0.008698,0.00957,0.010549,0.011606,0.012714,0.01387,0.015062,0.016297,0.017607,0.018991,0.020413,0.021865,0.023366,0.025014,0.026779,0.028539,0.030263,0.032038,0.034003,0.036274,0.038873,0.04186,0.045248,0.048895,0.05291,0.057578,0.063004,0.069048,0.075834,0.08289,0.089563,0.095567,0.101356,0.107389,0.114503,0.123276,0.134122,0.146615,0.160073,0.173943,0.187912,0.201932,0.216173,0.230866,0.246265,0.262613,0.280109,0.298923,0.317974,0.337148,0.356321,0.37536,0.394128,0.413835,0.434526,0.456253,0.479065,0.503018,0.528169,0.554578,0.582307,0.611422,0.641993,0.674093,0.707798,0.743187,0.780347,0.819364,0.860332,0.903349,0.948516,0.995942,1
1947,0.03594,0.002665,0.00181,0.001332,0.001065,0.000975,0.000906,0.000848,0.000795,0.000746,0.000711,0.000709,0.000761,0.000877,0.001043,0.001225,0.001404,0.001583,0.001754,0.001912,0.002083,0.002243,0.002339,0.002348,0.002296,0.002227,0.00218,0.002168,0.00221,0.002297,0.002404,0.002521,0.002663,0.002833,0.003031,0.003258,0.003517,0.003808,0.004132,0.00449,0.004899,0.00535,0.005816,0.00629,0.00679,0.007329,0.007948,0.00869,0.00958,0.010597,0.011697,0.012849,0.014055,0.015304,0.016602,0.017981,0.019437,0.020933,0.022461,0.024039,0.025773,0.027626,0.029465,0.031255,0.033089,0.035102,0.037431,0.040134,0.043286,0.046878,0.05074,0.054943,0.059748,0.065236,0.071287,0.078142,0.085285,0.091904,0.097673,0.103145,0.108769,0.115644,0.12467,0.136408,0.15022,0.1651,0.180231,0.195157,0.209792,0.224373,0.239219,0.254686,0.271118,0.288799,0.307974,0.327412,0.347004,0.36663,0.386163,0.405472,0.425745,0.447032,0.469384,0.492853,0.517496,0.543371,0.570539,0.599066,0.629019,0.66047,0.693494,0.728169,0.764577,0.802806,0.842946,0.885094,0.929348,0.975816,1,1
1948,0.035882,0.002727,0.001576,0.001375,0.001076,0.000959,0.000869,0.0008,0.000744,0.000702,0.000679,0.000687,0.000741,0.000848,0.000996,0.001158,0.001321,0.001487,0.001651,0.001806,0.001976,0.002135,0.002229,0.002238,0.002187,0.002118,0.002073,0.002061,0.002101,0.002186,0.002291,0.002406,0.002546,0.002711,0.002904,0.003127,0.003382,0.003669,0.003989,0.004345,0.004751,0.005198,0.005666,0.006149,0.006662,0.007213,0.007841,0.008587,0.009475,0.010484,0.011578,0.01272,0.013902,0.015107,0.01635,0.01767,0.019075,0.020537,0.022055,0.023643,0.025378,0.027233,0.029105,0.030969,0.032901,0.035028,0.037444,0.040151,0.043198,0.046605,0.050244,0.054243,0.058891,0.064299,0.070319,0.077161,0.084259,0.090775,0.096358,0.10159,0.106911,0.113502,0.122367,0.134117,0.148034,0.163001,0.178109,0.192848,0.207118,0.221175,0.235371,0.250097,0.265736,0.28261,0.300998,0.319676,0.338549,0.357516,0.376469,0.395293,0.415057,0.43581,0.457601,0.480481,0.504505,0.52973,0.556217,0.584028,0.613229,0.64389,0.676085,0.709889,0.745384,0.782653,0.821785,0.862875,0.906018,0.951319,0.998885,1
1949,0.035157,0.002457,0.001649,0.001177,0.001019,0.000919,0.000844,0.000785,0.000736,0.000697,0.000674,0.00068,0.000731,0.000836,0.000981,0.001143,0.001301,0.001453,0.00159,0.00171,0.001838,0.001961,0.002037,0.002052,0.002025,0.001988,0.001969,0.001968,0.001999,0.00206,0.002135,0.002225,0.002352,0.002522,0.002731,0.002977,0.003249,0.003536,0.003831,0.004145,0.004493,0.004891,0.00535,0.005878,0.006472,0.007128,0.007834,0.008581,0.009364,0.010195,0.011086,0.012059,0.013128,0.014306,0.015587,0.016958,0.018406,0.019928,0.021521,0.023192,0.025014,0.02695,0.028896,0.03082,0.032795,0.034965,0.037406,0.040084,0.043028,0.046282,0.049744,0.053574,0.058078,0.06338,0.069324,0.075971,0.08284,0.089324,0.095142,0.100724,0.106506,0.113286,0.121622,0.131908,0.143733,0.156438,0.169484,0.182569,0.195641,0.208866,0.222469,0.236697,0.251793,0.267958,0.285367,0.303053,0.320927,0.338895,0.356855,0.374697,0.393432,0.413104,0.433759,0.455447,0.478219,0.50213,0.527237,0.553598,0.581278,0.610342,0.640859,0.672902,0.706548,0.741875,0.778969,0.817917,0.858813,0.901754,0.946841,0.994183
1950,0.032794,0.002446,0.001408,0.001147,0.000862,0.00079,0.000738,0.000696,0.000657,0.00062,0.000595,0.0006,0.000654,0.00077,0.000929,0.001107,0.001279,0.001438,0.001572,0.001684,0.001801,0.001914,0.001986,0.002004,0.001985,0.001955,0.00194,0.001945,0.001982,0.002048,0.002132,0.002229,0.002344,0.002478,0.002636,0.002822,0.003041,0.003302,0.003608,0.003959,0.004356,0.004794,0.005268,0.005776,0.006325,0.006925,0.007587,0.008315,0.009116,0.00999,0.010936,0.011952,0.013035,0.014185,0.015409,0.016715,0.018113,0.019606,0.021202,0.022899,0.024757,0.026729,0.028713,0.030676,0.032691,0.034871,0.037321,0.040078,0.043197,0.046672,0.050464,0.054558,0.058993,0.063778,0.068931,0.074579,0.080656,0.086977,0.093491,0.10034,0.107612,0.115584,0.124516,0.134558,0.14555,0.157231,0.169386,0.181893,0.194722,0.207928,0.221591,0.235794,0.25062,0.266135,0.282392,0.299016,0.315956,0.333154,0.350551,0.368078,0.386482,0.405806,0.426097,0.447401,0.469772,0.49326,0.517923,0.543819,0.57101,0.599561,0.629539,0.661016,0.694067,0.72877,0.765208,0.803469,0.843642,0.885824,0.930116,0.976621
1951,0.032141,0.002393,0.001504,0.001084,0.000989,0.000854,0.000755,0.000682,0.000629,0.000594,0.000582,0.000603,0.00067,0.00079,0.000949,0.001126,0.001301,0.001466,0.001611,0.001736,0.001867,0.001992,0.00207,0.002087,0.002061,0.002024,0.002,0.001995,0.002018,0.00207,0.002139,0.002221,0.002324,0.002451,0.002605,0.002783,0.002996,0.003261,0.003584,0.003961,0.004396,0.004864,0.005335,0.005794,0.006264,0.006766,0.007351,0.008059,0.008919,0.009908,0.010986,0.012109,0.013265,0.014438,0.015643,0.016935,0.018322,0.01976,0.021243,0.022797,0.024471,0.026286,0.028228,0.030306,0.032541,0.034995,0.037664,0.040503,0.043509,0.046736,0.050256,0.054138,0.058414,0.063126,0.068281,0.073803,0.079744,0.086253,0.09338,0.10106,0.109369,0.118064,0.126796,0.135417,0.144172,0.153423,0.163472,0.1745,0.186555,0.199571,0.213441,0.228041,0.243243,0.25893,0.274991,0.291387,0.308059,0.324944,0.341973,0.359072,0.377025,0.395877,0.41567,0.436454,0.458277,0.48119,0.50525,0.530512,0.557038,0.58489,0.614134,0.644841,0.677083,0.710937,0.746484,0.783808,0.822999,0.864149,0.907356,0.952724
1952,0.031955,0.002406,0.001531,0.001139,0.000927,0.000823,0.000749,0.00069,0.000636,0.000588,0.000557,0.000562,0.00063,0.000771,0.000967,0.001185,0.001394,0.001581,0.00173,0.001846,0.001964,0.002078,0.002143,0.002147,0.002106,0.002051,0.00201,0.001989,0.002001,0.002043,0.002103,0.002176,0.00227,0.002387,0.00253,0.002701,0.002907,0.003163,0.003475,0.003839,0.004258,0.004714,0.005191,0.005678,0.006193,0.00675,0.007379,0.008106,0.008949,0.009894,0.01092,0.012002,0.013129,0.014291,0.015501,0.016793,0.018176,0.019633,0.021162,0.022778,0.024515,0.026374,0.028323,0.030358,0.032509,0.034875,0.037449,0.040146,0.042955,0.04595,0.049241,0.052922,0.057018,0.061582,0.06663,0.071885,0.077574,0.084226,0.092022,0.100643,0.110149,0.119666,0.128125,0.135022,0.141074,0.147387,0.15489,0.164142,0.175299,0.188148,0.202361,0.217554,0.233339,0.249377,0.265352,0.281604,0.29806,0.314639,0.331256,0.347819,0.36521,0.38347,0.402644,0.422776,0.443915,0.46611,0.489416,0.513887,0.539581,0.56656,0.594888,0.624632,0.655864,0.688657,0.72309,0.759245,0.797207,0.837067,0.878921,0.922867
1953,0.031247,0.002226,0.001374,0.001084,0.000875,0.000772,0.000697,0.000639,0.000592,0.000554,0.000534,0.000548,0.000615,0.000744,0.00092,0.001111,0.001298,0.001481,0.001649,0.0018,0.001963,0.002112,0.002189,0.002172,0.002088,0.001981,0.001897,0.00185,0.001865,0.001929,0.002017,0.002111,0.002215,0.002324,0.002447,0.002592,0.00278,0.003025,0.003341,0.003719,0.004153,0.004621,0.005103,0.005587,0.006091,0.006633,0.007249,0.007966,0.008805,0.009749,0.010782,0.011868,0.01298,0.0141,0.015252,0.016476,0.01781,0.019263,0.020856,0.022579,0.024439,0.026406,0.028444,0.03054,0.032728,0.035125,0.037729,0.040436,0.043233,0.046197,0.049477,0.05315,0.05719,0.061633,0.066533,0.071596,0.077157,0.083883,0.092019,0.101157,0.111283,0.121347,0.130139,0.137069,0.142961,0.149083,0.156502,0.16586,0.177329,0.190653,0.205446,0.221258,0.237638,0.25419,0.270549,0.287184,0.304017,0.320964,0.337934,0.35483,0.372572,0.391201,0.410761,0.431299,0.452863,0.475507,0.499282,0.524246,0.550458,0.577981,0.60688,0.637224,0.669086,0.70254,0.737667,0.77455,0.813278,0.853942,0.896639,0.941471
1954,0.0299,0.002032,0.001241,0.000963,0.000782,0.000703,0.000646,0.000599,0.000554,0.000514,0.000487,0.000492,0.000548,0.000667,0.000833,0.001015,0.001191,0.001365,0.001526,0.001673,0.00183,0.001975,0.002055,0.002049,0.001982,0.001895,0.001827,0.001788,0.001797,0.001845,0.001913,0.001987,0.002076,0.002176,0.002296,0.002441,0.002622,0.002847,0.003123,0.003447,0.003819,0.004233,0.004679,0.005156,0.005672,0.006229,0.006849,0.007564,0.008389,0.009307,0.010318,0.011375,0.012424,0.013441,0.014461,0.015543,0.016747,0.018094,0.019615,0.021297,0.023112,0.025035,0.027066,0.029197,0.031447,0.033905,0.036545,0.039262,0.042029,0.044924,0.048109,0.051652,0.0555,0.059678,0.06425,0.06895,0.074113,0.080387,0.088015,0.096603,0.10617,0.115668,0.123865,0.130166,0.135411,0.140898,0.147721,0.156546,0.167558,0.180508,0.19501,0.210611,0.226854,0.243339,0.259695,0.276256,0.292922,0.309586,0.326131,0.342437,0.359559,0.377537,0.396414,0.416235,0.437047,0.458899,0.481844,0.505936,0.531233,0.557794,0.585684,0.614968,0.645717,0.678003,0.711903,0.747498,0.784873,0.824116,0.865322,0.908588
1955,0.029631,0.001969,0.00119,0.000929,0.000726,0.000669,0.000627,0.000591,0.000551,0.000509,0.000477,0.000477,0.000533,0.000659,0.000837,0.001032,0.001218,0.001396,0.001556,0.001697,0.001845,0.001982,0.002056,0.002046,0.001976,0.001888,0.001818,0.001772,0.001768,0.0018,0.001849,0.001909,0.001994,0.002108,0.002252,0.002426,0.002631,0.002871,0.003149,0.003464,0.003826,0.004229,0.004664,0.005126,0.005626,0.006168,0.006775,0.007472,0.008276,0.009172,0.010155,0.01119,0.012246,0.013304,0.014391,0.015557,0.016834,0.018216,0.019717,0.021341,0.023087,0.024962,0.026985,0.029166,0.031508,0.034084,0.036837,0.039644,0.042462,0.045389,0.048593,0.052188,0.056165,0.060577,0.065451,0.070541,0.076079,0.082576,0.090213,0.098692,0.10812,0.11763,0.126127,0.133108,0.139321,0.145909,0.153833,0.163674,0.175596,0.189386,0.204709,0.221173,0.238383,0.255991,0.273676,0.291538,0.309453,0.327288,0.344902,0.362147,0.380254,0.399267,0.419231,0.440192,0.462202,0.485312,0.509577,0.535056,0.561809,0.589899,0.619394,0.650364,0.682882,0.717026,0.752878,0.790522,0.830048,0.87155,0.915128,0.960884
1956,0.029342,0.001886,0.001149,0.000886,0.00073,0.000651,0.000595,0.00055,0.000511,0.000476,0.000455,0.000467,0.000531,0.00066,0.000835,0.001025,0.001209,0.001391,0.001562,0.001717,0.001883,0.002035,0.002111,0.002086,0.001992,0.001872,0.001774,0.001717,0.001724,0.001782,0.001865,0.00195,0.002043,0.00214,0.002249,0.002383,0.002555,0.002776,0.003052,0.003381,0.003757,0.004171,0.004618,0.005096,0.005611,0.006179,0.006808,0.007497,0.008251,0.009073,0.009966,0.010933,0.011974,0.013093,0.014294,0.015591,0.016982,0.01846,0.020025,0.021687,0.023465,0.025373,0.027411,0.02959,0.031913,0.034463,0.037186,0.039949,0.042711,0.045571,0.04872,0.052265,0.05618,0.060515,0.065312,0.070347,0.075871,0.082401,0.090129,0.098758,0.108337,0.118043,0.126883,0.13439,0.141253,0.148519,0.157067,0.167427,0.179739,0.193799,0.209293,0.225855,0.243117,0.260754,0.278466,0.296383,0.31439,0.332363,0.350173,0.367682,0.386066,0.405369,0.425638,0.44692,0.469266,0.492729,0.517365,0.543234,0.570395,0.598915,0.628861,0.660304,0.693319,0.727985,0.764384,0.802603,0.842734,0.88487,0.929114,0.97557
1957,0.029569,0.00193,0.001174,0.000859,0.000723,0.00066,0.000616,0.000579,0.00054,0.000499,0.000468,0.000471,0.000533,0.000669,0.000858,0.001065,0.001262,0.001443,0.001593,0.001715,0.001844,0.001964,0.002022,0.002003,0.001928,0.001833,0.001757,0.001718,0.001735,0.001798,0.001885,0.001977,0.00208,0.002189,0.002313,0.002461,0.002646,0.002877,0.003161,0.003496,0.003882,0.004305,0.004748,0.005202,0.005683,0.006204,0.006797,0.007497,0.008323,0.009259,0.010296,0.011388,0.012485,0.013562,0.014657,0.01582,0.017119,0.018588,0.020264,0.022124,0.024122,0.026223,0.028435,0.030748,0.033174,0.035811,0.038612,0.041437,0.044244,0.047128,0.050306,0.053851,0.057661,0.061757,0.066229,0.070966,0.076253,0.082551,0.090058,0.09852,0.107871,0.117473,0.12666,0.135092,0.143258,0.151907,0.161657,0.172875,0.18565,0.199825,0.215166,0.231401,0.248257,0.265494,0.282886,0.30054,0.318363,0.336256,0.354112,0.371818,0.390409,0.409929,0.430426,0.451947,0.474544,0.498271,0.523185,0.549344,0.576811,0.605652,0.635935,0.667731,0.701118,0.736174,0.772983,0.811632,0.852213,0.894824,0.939565,0.986543
1958,0.030202,0.001856,0.001198,0.000912,0.00071,0.000642,0.000593,0.000553,0.000513,0.000474,0.000447,0.000451,0.000506,0.000625,0.000792,0.000974,0.001149,0.001317,0.001468,0.001601,0.001743,0.001875,0.001943,0.001928,0.001856,0.001762,0.00169,0.001653,0.001674,0.00174,0.001829,0.001922,0.002027,0.00214,0.002267,0.002418,0.002604,0.002832,0.003106,0.003424,0.003795,0.004204,0.004633,0.005072,0.005541,0.006043,0.00662,0.007321,0.008173,0.009149,0.010235,0.011363,0.012463,0.013496,0.014514,0.015588,0.016806,0.01821,0.019844,0.02168,0.023656,0.025731,0.027918,0.030206,0.032607,0.035236,0.038036,0.040834,0.04358,0.046387,0.049468,0.052951,0.056811,0.061101,0.065867,0.07094,0.076522,0.083026,0.090609,0.099054,0.108342,0.117903,0.127095,0.135602,0.143882,0.152631,0.162427,0.17361,0.186265,0.200248,0.215341,0.231294,0.247853,0.264795,0.281909,0.299304,0.316897,0.334596,0.352305,0.369921,0.388417,0.407837,0.428229,0.449641,0.472123,0.495729,0.520515,0.546541,0.573868,0.602562,0.63269,0.664324,0.69754,0.732417,0.769038,0.80749,0.847865,0.890258,0.934771,0.981509
1959,0.029591,0.001822,0.001156,0.000857,0.00074,0.000664,0.00061,0.000567,0.000527,0.00049,0.000467,0.000474,0.000533,0.000654,0.00082,0.001003,0.001179,0.001343,0.001482,0.001598,0.00172,0.001835,0.001896,0.001888,0.001832,0.001758,0.001701,0.001676,0.001699,0.001762,0.001846,0.001935,0.002035,0.002143,0.002266,0.002414,0.002597,0.002815,0.003072,0.003369,0.003712,0.004098,0.004524,0.004992,0.005507,0.006068,0.006694,0.007407,0.008222,0.009127,0.010124,0.011177,0.012243,0.0133,0.014381,0.01553,0.016802,0.018222,0.019819,0.021578,0.023472,0.025472,0.027575,0.029774,0.032086,0.034601,0.037293,0.040045,0.042828,0.045724,0.048928,0.05249,0.056311,0.060401,0.064855,0.06958,0.074857,0.081126,0.08858,0.096975,0.106205,0.115691,0.124862,0.133415,0.141772,0.15058,0.160376,0.171473,0.183946,0.197651,0.212381,0.227895,0.243953,0.26034,0.276855,0.293674,0.310725,0.327931,0.345209,0.362469,0.380593,0.399622,0.419604,0.440584,0.462613,0.485744,0.510031,0.535532,0.562309,0.590424,0.619946,0.650943,0.68349,0.717665,0.753548,0.791225,0.830786,0.872326,0.915942,0.961739
1960,0.029374,0.001881,0.001163,0.000921,0.000755,0.000666,0.000602,0.000551,0.000504,0.000461,0.000432,0.000436,0.000494,0.000619,0.000791,0.000983,0.001167,0.001332,0.001465,0.001568,0.001673,0.001776,0.001835,0.001841,0.001809,0.001766,0.001735,0.001721,0.001734,0.001772,0.001825,0.001891,0.001981,0.002099,0.002246,0.002424,0.002631,0.002865,0.003126,0.003418,0.003753,0.004136,0.004564,0.005039,0.005568,0.006139,0.006774,0.007504,0.008346,0.009283,0.010327,0.01142,0.012488,0.013493,0.01449,0.015532,0.016722,0.018143,0.019851,0.021799,0.023924,0.026125,0.028346,0.03054,0.032764,0.035151,0.037759,0.040534,0.043489,0.046658,0.05019,0.054033,0.058008,0.062073,0.066384,0.070912,0.076058,0.082339,0.090003,0.098743,0.108351,0.118154,0.127564,0.136242,0.144637,0.153443,0.163233,0.17434,0.186837,0.200564,0.21529,0.23075,0.246681,0.262847,0.279032,0.295568,0.312399,0.329465,0.346701,0.364036,0.382238,0.40135,0.421418,0.442488,0.464613,0.487844,0.512236,0.537848,0.56474,0.592977,0.622626,0.653757,0.686445,0.720767,0.756805,0.794646,0.834378,0.876097,0.919902,0.965897
1961,0.028382,0.001737,0.001087,0.000844,0.000704,0.000623,0.000564,0.000517,0.000473,0.000433,0.000406,0.00041,0.000466,0.000584,0.000747,0.000929,0.001104,0.001266,0.001403,0.001517,0.001637,0.00175,0.001814,0.001812,0.001766,0.001704,0.001658,0.001637,0.001657,0.001711,0.001783,0.001864,0.001961,0.002073,0.002206,0.002364,0.002555,0.002782,0.003049,0.003358,0.003713,0.004107,0.004528,0.004971,0.005448,0.005962,0.006541,0.007225,0.008032,0.008943,0.009966,0.011037,0.01207,0.013026,0.013965,0.014941,0.016077,0.017477,0.019212,0.021216,0.023391,0.025624,0.027885,0.030125,0.032387,0.034849,0.037495,0.040146,0.042763,0.045455,0.048407,0.051746,0.05547,0.059642,0.064296,0.069352,0.074919,0.081224,0.088359,0.096237,0.104788,0.11381,0.123135,0.132666,0.142537,0.152957,0.164096,0.176047,0.188826,0.202375,0.216618,0.231462,0.246816,0.262594,0.278714,0.295189,0.311965,0.328984,0.346183,0.363492,0.381667,0.40075,0.420787,0.441827,0.463918,0.487114,0.51147,0.537043,0.563895,0.59209,0.621695,0.652779,0.685418,0.719689,0.755674,0.793457,0.83313,0.874787,0.918526,0.964453
1962,0.028513,0.001661,0.001051,0.000829,0.000651,0.000591,0.000548,0.000512,0.000476,0.00044,0.000415,0.000419,0.000473,0.00059,0.000751,0.000929,0.0011,0.001262,0.001406,0.00153,0.001661,0.001785,0.001853,0.001851,0.001798,0.00173,0.001679,0.001654,0.001671,0.001724,0.001793,0.001871,0.001973,0.0021,0.002252,0.002436,0.002647,0.00288,0.003133,0.003412,0.003733,0.0041,0.00451,0.004965,0.005472,0.00602,0.006631,0.007342,0.008171,0.009099,0.010139,0.011228,0.012279,0.01325,0.014204,0.0152,0.016357,0.017765,0.019489,0.021475,0.02362,0.025838,0.028128,0.030459,0.032855,0.035475,0.038264,0.041007,0.043644,0.046306,0.049196,0.052497,0.056262,0.060584,0.065456,0.07089,0.076808,0.083144,0.089872,0.097111,0.104821,0.113312,0.122996,0.134055,0.146226,0.159107,0.172366,0.185806,0.199367,0.213113,0.227139,0.241558,0.256478,0.271988,0.288164,0.304756,0.321726,0.339032,0.356625,0.374457,0.39318,0.412839,0.43348,0.455154,0.477912,0.501808,0.526898,0.553243,0.580905,0.60995,0.640448,0.67247,0.706094,0.741399,0.778469,0.817392,0.858262,0.901175,0.946233,0.993545
1963,0.028367,0.001742,0.001102,0.000822,0.00068,0.00061,0.000559,0.000516,0.000471,0.000426,0.000392,0.000391,0.000447,0.000575,0.000754,0.000953,0.001144,0.001316,0.001456,0.001568,0.001683,0.001794,0.00186,0.001868,0.001836,0.001792,0.00176,0.001745,0.001759,0.001798,0.001851,0.001915,0.002009,0.002137,0.002297,0.002492,0.002711,0.002947,0.003194,0.003463,0.003769,0.004126,0.004538,0.00501,0.005544,0.006129,0.006773,0.007497,0.00831,0.009203,0.0102,0.01126,0.01232,0.013351,0.014402,0.015507,0.016763,0.01825,0.020025,0.022038,0.024218,0.02648,0.028792,0.031119,0.033498,0.036086,0.038868,0.041681,0.04449,0.047398,0.050556,0.054102,0.058073,0.06254,0.067511,0.073081,0.079146,0.085528,0.092173,0.099264,0.106762,0.115142,0.125005,0.136627,0.149614,0.163368,0.177402,0.191423,0.205355,0.219298,0.233405,0.247853,0.262811,0.278425,0.294819,0.311655,0.328898,0.346511,0.364452,0.382675,0.401809,0.421899,0.442994,0.465144,0.488401,0.512821,0.538462,0.565385,0.593655,0.623337,0.654504,0.687229,0.721591,0.75767,0.795554,0.835332,0.877098,0.920953,0.967001,1
1964,0.02776,0.001643,0.001094,0.000805,0.000714,0.000624,0.00056,0.000509,0.000462,0.000419,0.00039,0.000396,0.000462,0.0006,0.00079,0.001003,0.001205,0.001384,0.001521,0.001623,0.001726,0.001827,0.001886,0.001892,0.001861,0.001817,0.001785,0.001776,0.001803,0.00186,0.001934,0.002018,0.002118,0.002237,0.002377,0.002543,0.00274,0.002965,0.003222,0.003514,0.003848,0.004224,0.004636,0.005082,0.005572,0.006105,0.006702,0.007389,0.008181,0.009067,0.010064,0.01112,0.012155,0.013136,0.014119,0.015129,0.016302,0.017779,0.01964,0.0218,0.024166,0.026561,0.028865,0.030987,0.033024,0.035211,0.03764,0.040203,0.042917,0.045839,0.049015,0.052529,0.056461,0.06087,0.065752,0.071189,0.07707,0.083219,0.089577,0.096309,0.103441,0.111364,0.120526,0.131149,0.142941,0.155454,0.168319,0.181316,0.194388,0.207617,0.221125,0.235049,0.249523,0.264659,0.280558,0.296847,0.313483,0.330421,0.347607,0.364988,0.383237,0.402399,0.422519,0.443645,0.465827,0.489119,0.513575,0.539253,0.566216,0.594527,0.624253,0.655466,0.688239,0.722651,0.758783,0.796723,0.836559,0.878387,0.922306,0.968421
1965,0.027527,0.001608,0.001031,0.000801,0.000701,0.000615,0.000554,0.000504,0.000456,0.000408,0.000374,0.000376,0.000443,0.000588,0.000789,0.001016,0.00123,0.001414,0.001551,0.001647,0.001742,0.001837,0.001894,0.001905,0.001884,0.001852,0.00183,0.001821,0.001836,0.001872,0.001921,0.001983,0.002074,0.002199,0.002357,0.002546,0.00276,0.002995,0.003247,0.003524,0.003842,0.004207,0.00461,0.005054,0.005546,0.006078,0.006675,0.007375,0.008194,0.009115,0.010155,0.011247,0.012299,0.013269,0.014222,0.015198,0.016345,0.017805,0.019665,0.021835,0.024209,0.026614,0.02895,0.031133,0.033248,0.035538,0.038062,0.040665,0.043343,0.046181,0.049244,0.052683,0.056644,0.061222,0.066371,0.072133,0.078306,0.084634,0.091007,0.097654,0.104655,0.112521,0.121789,0.132738,0.145002,0.158021,0.171332,0.184665,0.197951,0.211297,0.224861,0.238819,0.253344,0.268584,0.284666,0.301149,0.317991,0.335147,0.352566,0.370194,0.388704,0.408139,0.428546,0.449973,0.472472,0.496096,0.5209,0.546945,0.574293,0.603007,0.633158,0.664816,0.698056,0.732959,0.769607,0.808088,0.848492,0.890917,0.935462,0.982236
1966,0.02655,0.001674,0.00103,0.000795,0.000682,0.00061,0.000559,0.000515,0.000467,0.000414,0.000374,0.000371,0.00044,0.000596,0.000816,0.001061,0.001292,0.001494,0.001648,0.001761,0.001876,0.001986,0.002046,0.002041,0.001991,0.001925,0.001873,0.001846,0.001858,0.001906,0.00197,0.002043,0.002139,0.002258,0.002403,0.002577,0.002781,0.003012,0.003272,0.003564,0.003899,0.004278,0.004695,0.005151,0.005653,0.006201,0.006813,0.007512,0.00831,0.009198,0.010189,0.011244,0.012301,0.013337,0.014395,0.015504,0.01676,0.018255,0.020048,0.022083,0.024299,0.026581,0.028855,0.031063,0.033272,0.035658,0.038267,0.040987,0.043819,0.046829,0.050081,0.05368,0.057708,0.062231,0.067233,0.072813,0.078816,0.084995,0.091261,0.097827,0.104741,0.1125,0.121659,0.132497,0.144648,0.157546,0.170728,0.183923,0.197061,0.210249,0.223643,0.237421,0.251758,0.266799,0.282677,0.298962,0.315617,0.332598,0.349861,0.367354,0.385722,0.405008,0.425258,0.446521,0.468847,0.49229,0.516904,0.54275,0.569887,0.598381,0.6283,0.659715,0.692701,0.727336,0.763703,0.801888,0.841983,0.884082,0.928286,0.9747
1967,0.025128,0.001507,0.00099,0.000794,0.000666,0.000592,0.000542,0.000498,0.00045,0.0004,0.000361,0.000361,0.000433,0.000593,0.000818,0.001067,0.001302,0.00151,0.00167,0.00179,0.001911,0.002028,0.002091,0.002087,0.002036,0.001969,0.001915,0.001884,0.001892,0.001934,0.001989,0.002056,0.00215,0.002276,0.002433,0.002623,0.002838,0.003072,0.00332,0.003591,0.0039,0.004255,0.004655,0.005105,0.005609,0.006163,0.006775,0.007457,0.008217,0.009052,0.009979,0.010975,0.012002,0.013043,0.01413,0.015277,0.016555,0.018039,0.019775,0.021719,0.023847,0.026052,0.028233,0.030332,0.032427,0.034664,0.037145,0.039863,0.04286,0.046141,0.049706,0.05354,0.057641,0.06201,0.066689,0.071879,0.077513,0.083342,0.089307,0.0956,0.102232,0.109668,0.118461,0.128884,0.140587,0.153031,0.16577,0.178544,0.191288,0.204104,0.217144,0.230581,0.244584,0.259297,0.274848,0.290783,0.307063,0.323641,0.340468,0.357492,0.375366,0.394135,0.413842,0.434534,0.45626,0.479073,0.503027,0.528178,0.554587,0.582317,0.611432,0.642004,0.674104,0.707809,0.7432,0.78036,0.819378,0.860347,0.903364,0.948532
